ndc_clean,shape,colors,imprint,size_mm
00591236701,OVAL,WHITE,WPI,12
42799011901,OVAL,GREEN,BUMEX;0;5,11
31722070090,OVAL,WHITE,I;5,8
62332007660,OVAL,GRAY,L;212,12
00591387060,OVAL,BROWN,5;FL,10
65862065260,OVAL,WHITE,Z;01,10
69387011901,OVAL,YELLOW,PA46,9
64679078102,OVAL,ORANGE,W;781,17
65862037505,OVAL,WHITE,F;5;6,12
55111046601,OVAL,WHITE,M;1,10
00115300013,OVAL,WHITE,G;3000,10
42543070590,OVAL,WHITE,S;G;1;27,6
13107015599,OVAL,PINK,5;6;C,10
65862056099,OVAL,YELLOW,I;52,12
00054009925,OVAL,PINK,54;17;1,18
65862018830,OVAL,YELLOW,F;92,8
63304045830,OVAL,WHITE,4;NO,10
68382020316,OVAL,ORANGE,A;1000,19
65162018910,OVAL,WHITE,IP;189;375,14
00469260190,OVAL,BROWN,325,12
67877022501,OVAL,PURPLE,265,18
65862053650,OVAL,PINK,13;T,15
68382001701,OVAL,WHITE,ZC57,22
00486112501,OVAL,WHITE,BEACH;11;25,19
00603411221,OVAL,WHITE,3799;V,16
68382065101,OVAL,YELLOW,N;60,12
68382065201,OVAL,WHITE,N120,13
68382007901,OVAL,GREEN,ZC;07,10
64980018601,OVAL,WHITE,12,18
57237002505,OVAL,YELLOW,A;48,17
00378073501,OVAL,WHITE,FL;20;G,13
45802013275,OVAL,WHITE,F;145,16
16714068502,OVAL,PINK,A;04,19
16714061104,OVAL,GREEN,A;1;6,6
16714061206,OVAL,BLUE,A;1;7,10
13668015930,OVAL,"WHITE, YELLOW",1159,13
00591329445,OVAL,WHITE,WPI;3294,15
60505279500,OVAL,WHITE,APO;IBA;150,14
00093749034,OVAL,WHITE,TV;7490,20
57844019801,OVAL,WHITE,ORAP;2,9
76439013004,OVAL,WHITE,AP207,13
76439013104,OVAL,WHITE,AP205,16
68180077406,OVAL,BROWN,LU;W44,16
43598031530,OVAL,BLUE,R;416,16
68180076706,OVAL,YELLOW,LU;Q;15,21
69387010001,OVAL,YELLOW,A1,16
43547033250,OVAL,WHITE,NT;150,18
62756020403,OVAL,WHITE,2;04,20
69452012820,OVAL,PINK,GM;1,10
55111068405,OVAL,WHITE,8I,19
31722073190,OVAL,WHITE,160;H,15
29300011105,OVAL,WHITE,U;U;111,8
31722073090,OVAL,WHITE,159;H,12
57629020310,OVAL,GREEN,203,15
55111014430,OVAL,PINK,R;144,11
00378306677,OVAL,WHITE,M;FE4,18
60505004101,OVAL,WHITE,APO;041;400,19
16714030501,OVAL,WHITE,X;34,18
64380073706,OVAL,GREEN,194,12
65162075003,OVAL,YELLOW,A;75,19
51862055712,OVAL,WHITE,D;V,11
65862070060,OVAL,WHITE,A34,20
00143994850,OVAL,WHITE,WW;948,21
42799012001,OVAL,YELLOW,BUMEX;1,11
11534016803,OVAL,WHITE,N;10,10
68180016011,OVAL,PINK,LU;L11,14
00009513502,OVAL,WHITE,ZYVOX;600;mg,19
49884082510,OVAL,WHITE,A;B,11
68462020011,OVAL,WHITE,G;200,12
65862001305,OVAL,YELLOW,A;1;8,13
62541030330,OVAL,YELLOW,200,12
62541030130,OVAL,YELLOW,50,7
13668015830,OVAL,WHITE,1158;80,16
69097012503,OVAL,PINK,125;CIPLA,16
31722070590,OVAL,WHITE,I;87,24
31722070490,OVAL,BLUE,I;86,19
16252052750,OVAL,WHITE,PV20,11
42543070690,OVAL,WHITE,S;G;1;28,8
13668028160,OVAL,WHITE,1281;15;850,18
43547034909,OVAL,BROWN,712;HH,13
13107015630,OVAL,BLUE,F;12,11
31722034205,OVAL,YELLOW,342;I;G,16
63824000869,OVAL,"WHITE, BLUE",Mucinex;600,16
31722072730,OVAL,PINK,I;112,11
57237000730,OVAL,WHITE,11;A,7
43547034750,OVAL,BROWN,710;H;H,9
59630058090,OVAL,WHITE,60,12
62756018388,OVAL,YELLOW,1;83,11
63402031230,OVAL,WHITE,L;120,15
43547022406,OVAL,WHITE,SLC;224,23
43547036909,OVAL,YELLOW,HH;343,13
65862054790,OVAL,ORANGE,I;61,13
00591231919,OVAL,YELLOW,VH5,18
43547036703,OVAL,YELLOW,HH;3;41,8
43547031109,OVAL,PURPLE,345;HH,11
52937000120,OVAL,YELLOW,Vascepa,26
42291059401,OVAL,YELLOW,b;572,8
69543013510,OVAL,YELLOW,AP211,19
67877015905,OVAL,WHITE,7L;001,18
65162044210,OVAL,YELLOW,AN;442,13
67877041920,OVAL,WHITE,LIN600,19
33342002332,OVAL,WHITE,ML;64,22
43547035311,OVAL,PINK,H146,8
16252061830,OVAL,PINK,RU40,16
33342008852,OVAL,PINK,CL;34,12
64980019106,OVAL,WHITE,RPR;202,10
13668003705,OVAL,WHITE,R1;1037,12
00781502207,OVAL,WHITE,GG;957,8
59746000103,OVAL,WHITE,TL001,8
00904650661,OVAL,GRAY,RDY;597,12
69097022316,OVAL,WHITE,C223,10
65862032904,OVAL,WHITE,F;21,13
13668032930,OVAL,YELLOW,1329,17
57237002901,OVAL,PINK,A;6;7,21
65162076710,OVAL,TURQUOISE,767;6;AN,11
00115143808,OVAL,YELLOW,M05,19
55111011381,OVAL,RED,R1,14
00007489020,PENTAGON,WHITE,SB;4890,8
00007489620,PENTAGON,BROWN,SB;4896,8
00007489420,PENTAGON,BLUE,SB;4894,8
00007489520,PENTAGON,PURPLE,SB;4895,8
00007489120,PENTAGON,YELLOW,SB;4891,8
00007489220,PENTAGON,GREEN,SB;4892,8
00007489320,PENTAGON,PINK,SB;4893,8
00029315818,PENTAGON,PINK,SB;2,10
00029315913,PENTAGON,ORANGE,SB;4,10
00029316013,PENTAGON,RED,SB;8,13
00173034442,PENTAGON,ORANGE,ZANTAC;150;Glaxo,11
00172376060,PENTAGON,WHITE,3760,10
57664039688,PENTAGON,PINK,396,10
57664039588,PENTAGON,PINK,395,9
57664039388,PENTAGON,PINK,393,7
00378821077,RECTANGLE,WHITE,G;PR;10,6
00378822077,RECTANGLE,WHITE,G;PR;20,8
64679093603,RECTANGLE,BROWN,W;936,9
64679093703,RECTANGLE,WHITE,W;937,9
00178008390,RECTANGLE,GREEN,F5,10
59148000713,RECTANGLE,BLUE,A;007;5,8
59148000613,RECTANGLE,GREEN,A;006;2,8
00093100301,RECTANGLE,WHITE,TV;1003;5;5;5,15
00093520006,RECTANGLE,WHITE,TV;5200;10;10;10,17
00093722298,RECTANGLE,WHITE,9;3;72;22,11
63459022030,RECTANGLE,WHITE,C;220,12
16571040250,RECTANGLE,WHITE,CTN;10,8
00430011520,RECTANGLE,WHITE,D;D;D,18
00603374628,RECTANGLE,BLUE,37;46;V;V,10
60505267303,RECTANGLE,BLUE,5;A,9
60505307503,RECTANGLE,GREEN,2;A,6
64380074108,RECTANGLE,WHITE,5,8
65862066330,RECTANGLE,WHITE,63;H,8
23155014301,RECTANGLE,WHITE,I;1;7,20
13811068030,RECTANGLE,PINK,250,8
64380074208,RECTANGLE,WHITE,10,10
31722081930,RECTANGLE,GREEN,I;94,8
60505267403,RECTANGLE,PINK,10;A,9
31722082030,RECTANGLE,BLUE,I;95,8
31722082730,RECTANGLE,PINK,I;96,8
65162089609,RECTANGLE,GREEN,AN896;2,8
64380074318,RECTANGLE,WHITE,5;5;5,16
00093715598,ROUND,RED,93;7155,10
60505130801,ROUND,WHITE,APO;CIP;250,10
00172572860,ROUND,BROWN,20;5728,8
00143126801,ROUND,RED,WW;268,8
00527131101,ROUND,WHITE,LCI;1311,8
50111056301,ROUND,YELLOW,PLIVA;563,8
00093910729,ROUND,ORANGE,93;107,10
67767013360,ROUND,YELLOW,A;133,11
00172436460,ROUND,YELLOW,4364;100,8
00591040901,ROUND,YELLOW,WATSON;409,10
64679092901,ROUND,WHITE,W;929,8
64679095301,ROUND,RED,W;953,8
63304053701,ROUND,YELLOW,RX;537,8
00591086201,ROUND,PINK,WATSON;862,10
00228263306,ROUND,WHITE,R;633,8
00228263406,ROUND,PINK,R;634,8
62037079360,ROUND,WHITE,793,10
53489038401,ROUND,WHITE,MP;148,7
00093220401,ROUND,WHITE,BL;92,6
63304057901,ROUND,WHITE,RE;79,7
59762130101,ROUND,PINK,C;74,8
53489013501,ROUND,WHITE,MP;45,9
00832003800,ROUND,WHITE,832;3;8,8
53489013801,ROUND,WHITE,MP;51,6
00591505201,ROUND,WHITE,DAN;DAN;5052,6
00143147501,ROUND,WHITE,West;ward;475,6
53489013901,ROUND,WHITE,MP;52,9
00054001725,ROUND,WHITE,54;899,6
00591544201,ROUND,WHITE,DAN;DAN;5442,9
00143147301,ROUND,WHITE,WEST;WARD;473,9
00093964301,ROUND,YELLOW,93;9643,6
00093965201,ROUND,YELLOW,93;9652,8
00591530701,ROUND,WHITE,DAN;DAN;5307,8
00591555401,ROUND,ORANGE,DAN;5554;10,7
00591555601,ROUND,GREEN,DAN;5556;40,9
59762502101,ROUND,BROWN,G;020;20,9
49884054401,ROUND,BROWN,par;544,9
65862005030,ROUND,YELLOW,A;15,5
65862005230,ROUND,PINK,A;02,8
65862005330,ROUND,PINK,A;03,10
59762501101,ROUND,YELLOW,G;5011,9
53489014301,ROUND,WHITE,MP;35,9
49884065201,ROUND,WHITE,par;652;10,9
49884065301,ROUND,WHITE,par;653;20,11
53489051001,ROUND,WHITE,MP;118,9
00603614721,ROUND,WHITE,93;637,9
50111043401,ROUND,WHITE,PLIVA;434,11
00591042401,ROUND,GREEN,WATSON;424,7
00093913306,ROUND,PINK,93;9133,10
00378265001,ROUND,BROWN,M;36,8
00378021801,ROUND,WHITE,M;A2,6
68382002401,ROUND,WHITE,Z;67,10
00378050101,ROUND,ORANGE,M;501,7
00378050301,ROUND,BLUE,M;503,7
00378623201,ROUND,PINK,MX;32,9
68462036101,ROUND,WHITE,IG;276,7
68462036001,ROUND,WHITE,IG;275,5
00143125701,ROUND,ORANGE,West;ward;257,8
00172208360,ROUND,ORANGE,Z;2083,6
00527141301,ROUND,ORANGE,LCI;1413,6
49884002701,ROUND,ORANGE,par;027,8
00781119101,ROUND,GREEN,cor;125,8
00378110501,ROUND,WHITE,MYLAN;G1,8
00781145201,ROUND,WHITE,GG;771,8
00781145301,ROUND,WHITE,GG;772,10
00781114601,ROUND,YELLOW,cor;124,8
00527133501,ROUND,YELLOW,LCI;1335,8
53489012002,ROUND,ORANGE,MP;37,9
00172362648,ROUND,ORANGE,Z;3626,9
00591555350,ROUND,ORANGE,DAN;5553,9
60505004907,ROUND,YELLOW,APO;049,6
60505005007,ROUND,WHITE,APO;050,8
60505005106,ROUND,ORANGE,APO;051,8
00378105401,ROUND,BLUE,M;E18,8
00378145801,ROUND,BLUE,E;5;M,6
53489036801,ROUND,GREEN,MP;771,12
00054429725,ROUND,WHITE,54;840,6
00781181801,ROUND,WHITE,GG;21,6
00603374021,ROUND,WHITE,3170;V,8
00054429925,ROUND,WHITE,54;583,7
00603374121,ROUND,WHITE,3171;V,10
00228262011,ROUND,BLUE,R;620,9
00093007601,ROUND,YELLOW,93;76,8
00185011701,ROUND,WHITE,E;117,10
00378202501,ROUND,GREEN,M;LH3,9
00185007460,ROUND,GREEN,E;74,8
00781122301,ROUND,WHITE,GG;414,8
67767015101,ROUND,YELLOW,A;151,11
55111019730,ROUND,BROWN,RDY;197,5
00781159901,ROUND,WHITE,GG;85,9
00378024301,ROUND,WHITE,M;243,10
00378214601,ROUND,WHITE,M;146,8
00378418793,ROUND,GREEN,M;S2,8
00378512501,ROUND,ORANGE,M;S25,10
00378018601,ROUND,WHITE,MYLAN;186,7
00378019901,ROUND,WHITE,MYLAN;199,8
00378105301,ROUND,BLUE,M;E17,8
00378145401,ROUND,PINK,E;4;M,6
00378020801,ROUND,WHITE,M2,6
00378021601,ROUND,WHITE,MYLAN;216;40,8
00378023201,ROUND,WHITE,MYLAN;232;80,10
00591030201,ROUND,WHITE,WATSON;302,9
00378111001,ROUND,WHITE,MYLAN;G2,10
50111032801,ROUND,ORANGE,PLIVA;328,10
00603385721,ROUND,ORANGE,3572;V,8
00378207201,ROUND,BLUE,L;22;M,6
00378207301,ROUND,ORANGE,M;L23,8
00378207401,ROUND,WHITE,L;24;M,8
00378207501,ROUND,YELLOW,L;25;M,8
00378018301,ROUND,BLUE,MYLAN;183;20,7
00378018401,ROUND,GREEN,MYLAN;184;40,9
00378418693,ROUND,GREEN,M;S1,6
00378512301,ROUND,ORANGE,M;S23,8
00378030501,ROUND,ORANGE,M;305,8
00378512401,ROUND,ORANGE,M;S24,9
00378031001,ROUND,ORANGE,M;310,9
53489014501,ROUND,WHITE,MP;81,11
00378415101,ROUND,WHITE,M;T7,8
53489051101,ROUND,WHITE,MP;114,11
00378488401,ROUND,YELLOW,M;V4,10
41616063683,ROUND,WHITE,10,5
51672402504,ROUND,ORANGE,TARO;56,11
00555091709,ROUND,WHITE,917;200;b,10
53489010501,ROUND,GREEN,MP;25,6
00378262501,ROUND,GREEN,M;51,6
00603221621,ROUND,RED,2105;V,11
00781148601,ROUND,PINK,GG;40,6
00781148701,ROUND,GREEN,GG;44,7
00781148801,ROUND,BROWN,GG;431,8
53489053101,ROUND,WHITE,MP;153,8
00781150601,ROUND,WHITE,GG;263,7
00781150701,ROUND,WHITE,GG;264,9
68382002201,ROUND,WHITE,Z;65,6
68382002301,ROUND,WHITE,Z;66,8
55111034330,ROUND,PINK,RDY;343,8
00093010901,ROUND,WHITE,109;T,9
68462016301,ROUND,WHITE,G;41,6
55111034430,ROUND,WHITE,RDY;344,10
00378623101,ROUND,ORANGE,MX;31,9
00378623301,ROUND,WHITE,MX;33,9
64980011101,ROUND,WHITE,cor;143,6
50111039301,ROUND,WHITE,b;1114,6
00378050501,ROUND,WHITE,M;505,7
00172409660,ROUND,WHITE,4096;10,9
00172409760,ROUND,WHITE,4097;20,11
00832102400,ROUND,WHITE,BAC;10;832,8
00832102500,ROUND,WHITE,832;BC20,10
00185050501,ROUND,YELLOW,E;5,8
00185005301,ROUND,ORANGE,E;53,8
00185004801,ROUND,RED,E;48,8
00228271711,ROUND,YELLOW,R;717,9
00378015201,ROUND,WHITE,MYLAN;152,6
00904565761,ROUND,ORANGE,R;128,7
00228212810,ROUND,ORANGE,R;128,7
00228212710,ROUND,ORANGE,R;127,6
00143122701,ROUND,BLUE,WW;27,7
00781178701,ROUND,BROWN,GG;738,10
00228255006,ROUND,WHITE,R;550,9
00228255106,ROUND,WHITE,R;551,10
00054418225,ROUND,PINK,54;943,6
00054418625,ROUND,TURQUOISE,54;769,6
00143124001,ROUND,YELLOW,W;40,6
00143124101,ROUND,WHITE,WW;41,7
00378145205,ROUND,WHITE,E;3;M,6
00054874025,ROUND,WHITE,54;339,6
00054472825,ROUND,WHITE,54;612,6
00093720298,ROUND,GREEN,93;7202,10
55111019830,ROUND,BROWN,RDY;198,6
00185007260,ROUND,BLUE,E;72,8
00527134301,ROUND,PURPLE,JSP;515,7
00378207601,ROUND,GREEN,L;26;M,8
65862004401,ROUND,YELLOW,A;28,8
00093057606,ROUND,TURQUOISE,576;93,9
00093092806,ROUND,GREEN,928;93,9
68180050101,ROUND,YELLOW,7;5,8
68462015901,ROUND,WHITE,G;45;500,11
68462016001,ROUND,WHITE,G;45;850,13
65862006201,ROUND,WHITE,C;73,7
65862006401,ROUND,BLUE,C;75,11
00378347501,ROUND,PINK,M;475,9
00378348201,ROUND,PINK,M;482,10
00378349501,ROUND,PINK,M;495,12
53489037001,ROUND,RED,MP;773,12
65162036110,ROUND,YELLOW,AN;361,8
00781504601,ROUND,GREEN,cor;165,8
00093725601,ROUND,BLUE,9;3;72;56,8
00603385621,ROUND,ORANGE,3571;V,6
00245004111,ROUND,YELLOW,KC;10,13
51079029920,ROUND,WHITE,MYLAN;152,6
00054001925,ROUND,WHITE,54;343,11
00781502101,ROUND,YELLOW,GG;953;10,9
00603543821,ROUND,WHITE,51;37;V,8
55111062190,ROUND,BROWN,I;G;267,6
00228280311,ROUND,WHITE,R;803,7
00378072219,ROUND,WHITE,M;722,8
00378072419,ROUND,WHITE,M;724,10
00603614821,ROUND,WHITE,93;638,11
00378135501,ROUND,YELLOW,MYLAN;TH;2,10
00093019901,ROUND,ORANGE,9;3;199,6
00378267501,ROUND,BLUE,M;37,11
00781161966,ROUND,"PINK, BROWN",GG;N2,11
00378044101,ROUND,WHITE,M;441,6
00832108000,ROUND,WHITE,832;BM05,6
00378363201,ROUND,WHITE,M;C32,7
00054003621,ROUND,WHITE,54;271,11
59746021106,ROUND,ORANGE,TL;211,7
00378077101,ROUND,BLUE,M;771,8
00591325601,ROUND,WHITE,WATSON;3256,8
53489059101,ROUND,WHITE,MP;577,7
00603307921,ROUND,YELLOW,2632;V,7
00378162001,ROUND,BLUE,M;D6,7
00781196601,ROUND,WHITE,GG;201,8
00172290860,ROUND,WHITE,2908,6
00781504501,ROUND,PINK,cor;164,8
50111039701,ROUND,ORANGE,PLIVA;397,11
50111032701,ROUND,ORANGE,PLIVA;327,8
68462036201,ROUND,WHITE,IG;277,10
00185001001,ROUND,WHITE,E;10,8
00185011801,ROUND,WHITE,E;118,11
51079086520,ROUND,WHITE,M;L53,11
00378207701,ROUND,BLUE,L;27;M,8
62037067501,ROUND,WHITE,ANDRX;675;850,13
00378700393,ROUND,BLUE,M;N3,9
00143142501,ROUND,WHITE,WW;25,6
00378510501,ROUND,RED,M;P1,6
00054007725,ROUND,WHITE,54;017,11
10135012301,ROUND,WHITE,MLX;123,10
51079094105,ROUND,WHITE,M;A7,8
51079013120,ROUND,WHITE,M77,6
51079013320,ROUND,BROWN,M;36,8
51079014720,ROUND,BLUE,M;37,11
51079056320,ROUND,ORANGE,M;38,11
57896092101,ROUND,ORANGE,44;227,11
00182044401,ROUND,WHITE,ASPIRIN;44;157,10
00603002436,ROUND,ORANGE,AZ;013,8
00603016902,ROUND,ORANGE,A,11
51079075920,ROUND,WHITE,M;A2,6
51079068420,ROUND,WHITE,M;231,7
51079068520,ROUND,WHITE,M;757,9
00378206301,ROUND,WHITE,M;63,8
00904336561,ROUND,WHITE,Z;4096;10,9
00378601001,ROUND,WHITE,G;BN;10,7
51079014520,ROUND,WHITE,M;443,7
00904105761,ROUND,WHITE,cor;145,8
51079095420,ROUND,ORANGE,M;501,7
67767014130,ROUND,WHITE,141,8
00904385461,ROUND,PINK,342,10
60505018300,ROUND,WHITE,APO;200,10
00904385561,ROUND,WHITE,APO;200,10
51079093020,ROUND,WHITE,M;C32,7
00378363401,ROUND,WHITE,M;C34,10
64679092101,ROUND,WHITE,W;921,11
31722020601,ROUND,ORANGE,206;IG,9
31722020701,ROUND,PINK,207;I;G,9
31722020801,ROUND,WHITE,208;I;G,9
00143120101,ROUND,WHITE,WEST;WARD;201,6
51991046701,ROUND,ORANGE,TL;211,7
51079011920,ROUND,BLUE,M;D6,7
00591033960,ROUND,WHITE,WPI;339,10
62584098901,ROUND,YELLOW,JSP;544,6
51079084720,ROUND,YELLOW,W;40,6
62584099001,ROUND,WHITE,JSP;545,7
51079084820,ROUND,WHITE,WW;41,7
51079095720,ROUND,WHITE,M;D9,9
51079095820,ROUND,PINK,M;D;10,9
00182153500,ROUND,PINK,Z;3626,9
00781544301,ROUND,BROWN,ELP;10,8
51672405104,ROUND,RED,T400,11
00378304001,ROUND,GREEN,M;F2,8
00603017929,ROUND,RED,,8
00378075201,ROUND,TURQUOISE,M;752,6
51079081020,ROUND,WHITE,MYLAN;G1,8
00182199589,ROUND,WHITE,I;92;00,10
51079081120,ROUND,WHITE,MYLAN;G2,10
51079007520,ROUND,ORANGE,PLIVA;327,8
00182055789,ROUND,ORANGE,Z;2089,8
00904174860,ROUND,WHITE,IP;131;400,13
00143133301,ROUND,WHITE,WW;33,8
00182820389,ROUND,WHITE,4365;200,10
64679092801,ROUND,WHITE,W;928,7
51079098320,ROUND,YELLOW,M;L;25,8
68180051501,ROUND,PINK,LUPIN;20,8
62037079160,ROUND,WHITE,791,6
00536399001,ROUND,RED,AP;115,8
51079062920,ROUND,WHITE,BL;92,6
50111043001,ROUND,WHITE,PLIVA;430,8
00071041724,ROUND,WHITE,N;3,4
00071041824,ROUND,WHITE,N;4,4
49884040501,ROUND,WHITE,m;50,9
49884040601,ROUND,WHITE,m;100,10
59762130201,ROUND,BLUE,C;75,11
00378700493,ROUND,BLUE,M;N4,10
51079081220,ROUND,YELLOW,M;28,6
51079081320,ROUND,YELLOW,M;171,9
00781152601,ROUND,WHITE,USL;10,13
60505016809,ROUND,PINK,APO;PRA;10,6
51079010320,ROUND,WHITE,M;146,8
68462014701,ROUND,WHITE,6,4
51079027820,ROUND,BLUE,MYLAN;183;20,7
23155011101,ROUND,BLUE,P;20,7
53746025301,ROUND,ORANGE,IP;253,10
50111046801,ROUND,BLUE,PLIVA;468,7
68382004201,ROUND,WHITE,ZC;03,10
10702000401,ROUND,PINK,K4,10
00115104101,ROUND,WHITE,C52,8
51079054120,ROUND,RED,M;P1,6
68180048206,ROUND,BROWN,LL;C01,7
24658021390,ROUND,ORANGE,RX;792,11
51991045801,ROUND,WHITE,TL;171,5
51079027920,ROUND,GREEN,MYLAN;184;40,9
00591396901,ROUND,WHITE,93;851,9
00904780960,ROUND,WHITE,DAN;5658,8
60505001806,ROUND,GREEN,APO;018,9
00228254010,ROUND,BLUE,R;540,10
57664010488,ROUND,WHITE,104,12
50580049660,ROUND,WHITE,TYLENOL;325,10
49348002312,ROUND,WHITE,500MG;L405,12
49348000910,ROUND,WHITE,L403;325MG,10
57896010101,ROUND,WHITE,M2A3;57344,10
53489017701,ROUND,WHITE,MP;88,9
68774040001,ROUND,GREEN,V;4,7
00603221432,ROUND,BROWN,2103;V,8
00603221521,ROUND,ORANGE,2104;V,10
31722023710,ROUND,WHITE,237;IG,6
53489010801,ROUND,ORANGE,MP;28,11
00781164366,ROUND,PINK,GG;N4,15
51672412401,ROUND,WHITE,T26,9
64679090402,ROUND,WHITE,W;904,8
00781106410,ROUND,PURPLE,GG;930,11
00185070405,ROUND,RED,E;704,7
16714057101,ROUND,WHITE,B;50,7
31722023910,ROUND,WHITE,IG;239,10
31722023810,ROUND,WHITE,IG;238,8
00143114010,ROUND,WHITE,West;ward;140,8
00591578201,ROUND,WHITE,DAN;5782,8
00228253950,ROUND,YELLOW,R;539,9
60505001906,ROUND,GREEN,APO;019,10
00781171801,ROUND,ORANGE,GG;437;100,10
00143121001,ROUND,WHITE,West;ward;210,11
00832030000,ROUND,BROWN,832;10,9
53489021610,ROUND,WHITE,MP;658,7
53489021510,ROUND,YELLOW,MP;657,7
43547024850,ROUND,WHITE,I45,12
55111034230,ROUND,BROWN,RDY;342,6
13668000905,ROUND,BROWN,10,5
41616058081,ROUND,YELLOW,124,8
00143120201,ROUND,WHITE,West;ward;202,10
00603307828,ROUND,ORANGE,2631;V,7
00591565810,ROUND,WHITE,DAN;5658,8
00054413025,ROUND,BLUE,54;980,12
00781197201,ROUND,WHITE,GG;64,7
52152034102,ROUND,WHITE,E;29,7
00054418325,ROUND,WHITE,54;662,6
00054418425,ROUND,GREEN,54;892,6
10542001210,ROUND,YELLOW,H,11
00591033801,ROUND,WHITE,WPI;338,9
00781501701,ROUND,WHITE,GG;977,10
00591067601,ROUND,PINK,DX41,10
16571020111,ROUND,BROWN,P;75,10
00527132410,ROUND,YELLOW,JSP;544,5
00093031901,ROUND,ORANGE,93;319,11
49884009303,ROUND,YELLOW,par;093,10
49884023611,ROUND,ORANGE,par;236,11
00591048705,ROUND,GRAY,WATSON;487,6
00472085010,ROUND,WHITE,PS;20,8
00378402801,ROUND,PURPLE,M;D;12,9
00115107201,ROUND,WHITE,C83,9
57664047758,ROUND,WHITE,477,8
00555072702,ROUND,YELLOW,barr;555;727,9
62037095610,ROUND,WHITE,956,8
51672404101,ROUND,PINK,TARO;16,11
51672400502,ROUND,WHITE,TARO;11,9
16252050650,ROUND,PINK,SV;10,6
00185440023,ROUND,WHITE,E;44,9
00115181101,ROUND,WHITE,G;181,11
63304079401,ROUND,WHITE,RX;794,6
00677007010,ROUND,GREEN,,8
00085126401,ROUND,BLUE,C5,6
00781143801,ROUND,BROWN,GG;489,9
63304062605,ROUND,WHITE,RE;24,10
00525090690,ROUND,BROWN,PAL,10
00143971710,ROUND,YELLOW,I;G;210,7
59630057560,ROUND,WHITE,575,13
31722052010,ROUND,ORANGE,H;39,7
31722051901,ROUND,ORANGE,H;38,5
50111039801,ROUND,ORANGE,PLIVA;398,8
31722052101,ROUND,ORANGE,H;40,9
00378032710,ROUND,ORANGE,MYLAN;327,9
00781139301,ROUND,PINK,GG;124,7
00378021401,ROUND,ORANGE,MYLAN;214,8
00591044401,ROUND,PINK,WATSON;444,8
00378025710,ROUND,ORANGE,MYLAN;257,7
00591045301,ROUND,ORANGE,WATSON;453,8
00378035101,ROUND,ORANGE,MYLAN;351,6
00781139101,ROUND,WHITE,GG;105,6
64720012410,ROUND,YELLOW,cor;124,8
00093834201,ROUND,WHITE,N;342;1;25,8
59762702105,ROUND,WHITE,3;0;A,6
00093834305,ROUND,ORANGE,N;343;2;5,8
00228290011,ROUND,WHITE,WPI;845,6
00087606005,ROUND,WHITE,BMS;6060;500,11
00591084410,ROUND,ORANGE,WPI;844,6
00591084510,ROUND,WHITE,WPI;845,6
00591090030,ROUND,ORANGE,WPI;900,6
00591046010,ROUND,WHITE,WATSON;460,8
00591046105,ROUND,WHITE,Watson;461,11
00093725401,ROUND,PINK,9;3;72;54,8
00378272191,ROUND,BLUE,M;G21,6
00378006901,ROUND,PINK,M;69,7
68180031301,ROUND,BROWN,V13;LU,9
53489033101,ROUND,BROWN,MP;8,7
53746046405,ROUND,WHITE,IP;464,13
24486060310,ROUND,GREEN,FT,6
00574024601,ROUND,WHITE,PAD;H,7
24486060110,ROUND,GREEN,SL;125,6
23155010610,ROUND,WHITE,H;106,8
00591342301,ROUND,YELLOW,DAN;5565,8
23155010501,ROUND,WHITE,H;105,7
00143125401,ROUND,WHITE,West;ward;254,9
00603390021,ROUND,WHITE,35;79;V,9
64125013010,ROUND,ORANGE,EP;130,8
59746024610,ROUND,WHITE,J;246,10
00591060701,ROUND,BLUE,WATSON;607,11
00591060601,ROUND,WHITE,WATSON;606,10
00591060501,ROUND,BROWN,WATSON;605,8
51672402601,ROUND,WHITE,T;57,11
62175010701,ROUND,WHITE,KU;107;20,9
00143177110,ROUND,WHITE,W;W;771,8
00143176501,ROUND,YELLOW,W1,4
00185435001,ROUND,WHITE,E;4350,11
00527135201,ROUND,GREEN,JSP;523,7
00527135010,ROUND,PURPLE,JSP;563,7
00527134910,ROUND,BLUE,JSP;520,7
00527163801,ROUND,BLUE,JSP;564,7
00527134510,ROUND,YELLOW,JSP;516,7
00527134410,ROUND,GREEN,JSP;561,7
00527134610,ROUND,PINK,JSP;562,7
00527134710,ROUND,BROWN,JSP;519,7
00527134210,ROUND,WHITE,JSP;514,7
00527134110,ROUND,ORANGE,JSP;513,7
00078035405,ROUND,YELLOW,LESCOL;XL;80,10
00039006013,ROUND,WHITE,LASIX;40,8
59746024805,ROUND,WHITE,J;248,13
00093834410,ROUND,GREEN,N;344;5,8
23155004710,ROUND,ORANGE,HP;47,7
65862013399,ROUND,PINK,D;27,6
57664050658,ROUND,WHITE,1,5
00378042401,ROUND,ORANGE,M;424,10
00378061101,ROUND,BROWN,MYLAN;611,11
00093293201,ROUND,WHITE,N;77,13
00591222910,ROUND,WHITE,PLIVA;430,8
00054455025,ROUND,YELLOW,54;323,6
67253032010,ROUND,YELLOW,M;1,6
00591538105,ROUND,WHITE,DAN;DAN;5381,13
00078005405,ROUND,PURPLE,78;54;SANZOZ,7
49884064001,ROUND,WHITE,EM;5,6
49884064101,ROUND,WHITE,EM;10,8
00185021001,ROUND,WHITE,E;210,9
62037067410,ROUND,WHITE,ANDRX;674;500,11
