ndc_clean,shape,colors,imprint,size_mm
51079096020,OVAL,WHITE,M;B3;5;5;,18
00904328060,OVAL,WHITE,MIA;110,14
64980015501,OVAL,WHITE,CL;026,19
00904587061,OVAL,WHITE,APO;C3,6
60505260701,OVAL,WHITE,APO;6;25,9
68180030320,OVAL,WHITE,LUPIN;303,19
68084007001,OVAL,WHITE,CR;500,18
62756079788,OVAL,ORANGE,797,15
00904552361,OVAL,WHITE,APO;094,9
51672405204,OVAL,GREEN,T500,19
49884073511,OVAL,WHITE,FL;20;G,13
31722022560,OVAL,WHITE,225;I;G,19
00904518660,OVAL,WHITE,IP;465,18
49884077901,OVAL,WHITE,8I,19
51079012620,OVAL,WHITE,93;93;852,16
49884040401,OVAL,WHITE,m;B,11
00904559160,OVAL,WHITE,West;ward;348,16
51079079520,OVAL,WHITE,MYLAN;451,16
65162072710,OVAL,WHITE,G;S;120,14
60505008100,OVAL,WHITE,APO;SOT;160,13
60505008200,OVAL,WHITE,APO;SOT;240,14
00904272560,OVAL,WHITE,IP;272,19
00093105398,OVAL,BROWN,93;1053,14
53746025401,OVAL,YELLOW,IP;254,18
64679090704,OVAL,WHITE,W907,16
68180035306,OVAL,YELLOW,L;U;D03,13
00143958030,OVAL,YELLOW,5;6;W,13
00143958230,OVAL,GREEN,5;8;W,8
68180035206,OVAL,BLUE,L;U;D02,10
63304016530,OVAL,WHITE,RX165,11
00143958130,OVAL,BLUE,5;7;W,10
65162072510,OVAL,WHITE,G;S;80,12
00185017101,OVAL,BLUE,E;171,12
60505008000,OVAL,WHITE,APO;SO;80,10
67253046250,OVAL,YELLOW,MOVA;M07;6.0,11
00074712613,OVAL,GRAY,a;HC,19
49348070410,OVAL,WHITE,L544,19
00088109047,OVAL,"WHITE, BROWN",06;012D,19
00781187431,OVAL,WHITE,GG;N5,19
59762105002,OVAL,PINK,A;6;7,21
00591317104,OVAL,WHITE,WPI;3171,10
61442011201,OVAL,WHITE,CTI;112,15
00603254021,OVAL,WHITE,MIA;106,15
00378117591,OVAL,WHITE,M;B4;10;10;10,18
00591065705,OVAL,WHITE,WATSON;657,8
64980010401,OVAL,WHITE,CPC;2369,20
00781149731,OVAL,WHITE,GGD7,19
00781194339,OVAL,WHITE,SZ137,23
59762141603,OVAL,YELLOW,0;8;A,9
67253090011,OVAL,WHITE,S;900,9
00115392201,OVAL,PURPLE,G;392,11
45802091987,OVAL,WHITE,4H2,11
13668003860,OVAL,ORANGE,R2;1038,12
00603568528,OVAL,WHITE,5685;V,12
13310011907,OVAL,PURPLE,AR374,8
00781196260,OVAL,WHITE,GG;C9,19
00093724406,OVAL,YELLOW,93;7244,21
10370051150,OVAL,WHITE,A;511,20
13107000605,OVAL,PINK,0;6;A,9
55111012850,OVAL,WHITE,R;128,19
55111017005,OVAL,YELLOW,C;01;70,19
00591222501,OVAL,WHITE,barr;232;0.1,11
00591222601,OVAL,WHITE,barr;233;0.2,9
51672404501,OVAL,BROWN,T4,8
51672404601,OVAL,PINK,T3,10
00074632613,OVAL,PINK,a;EB,15
00074632013,OVAL,WHITE,a;EH,16
00555088702,OVAL,GREEN,887;2;b,9
00074258913,OVAL,PINK,74;ZE,19
60505009400,OVAL,WHITE,APO;094,9
10370051010,OVAL,WHITE,A;510,17
00378047301,OVAL,WHITE,M;473,21
00603344228,OVAL,ORANGE,2706;V,15
00603344121,OVAL,RED,2705;V,12
49884073411,OVAL,WHITE,FL;10;G,9
00093112201,OVAL,ORANGE,93;1122,17
51672401801,OVAL,PINK,T88,19
00093717201,OVAL,GRAY,93;7172,18
51672403601,OVAL,BLUE,TARO;89,19
53746007701,OVAL,TURQUOISE,IP;77,15
50220000101,OVAL,TURQUOISE,SYNTHO;230,15
53746007801,OVAL,GREEN,IP;78,14
11528001001,OVAL,YELLOW,C;010,16
63304090190,OVAL,WHITE,RX;901,19
45802059465,OVAL,WHITE,L9CZ;5,8
55111017290,OVAL,TURQUOISE,R;172,9
55111019301,OVAL,PINK,193;R,14
55111019201,OVAL,PINK,192;R,10
55111057201,OVAL,WHITE,RDY;572,21
67877021660,OVAL,BLUE,203,19
16714023302,OVAL,BLUE,P126;500,20
00085131701,OVAL,BLUE,D;24,19
00085132201,OVAL,"BLUE, WHITE",D12,15
42769122500,OVAL,YELLOW,12;25,12
42769122200,OVAL,WHITE,1222,10
00172541160,OVAL,PINK,5411;100,10
00555099702,OVAL,YELLOW,b;997;1;10,9
51991008490,OVAL,ORANGE,B084,11
51991038490,OVAL,RED,B384,11
68382008001,OVAL,GREEN,ZC;08,10
00093571205,OVAL,YELLOW,5712;5;500,16
00228275111,OVAL,WHITE,R;751,13
13913000213,OVAL,BLUE,GMZ;500,18
00591397301,OVAL,PINK,93;7457,17
55111032201,OVAL,TURQUOISE,RDY;3;22,8
55111032101,OVAL,GREEN,RDY;321,8
55111032001,OVAL,PINK,RDY;3;20,8
68462012705,OVAL,WHITE,G;13,19
68462012605,OVAL,WHITE,G;31,18
00143913005,OVAL,WHITE,I;G;225,19
24486060490,OVAL,"PURPLE, WHITE",8762,15
00591069801,OVAL,WHITE,WATSON;698;200,14
47781027509,OVAL,YELLOW,DX;31,13
62175012937,OVAL,WHITE,KU;129,16
62175011937,OVAL,WHITE,KU;119,16
68180011507,OVAL,WHITE,L;U;X04,23
68180011316,OVAL,YELLOW,L;U;X02,18
68180011416,OVAL,ORANGE,L;U;X03,20
13668001405,OVAL,BLUE,250;MG;1014,13
68180011216,OVAL,BLUE,L;U;X;01,15
49884040701,OVAL,WHITE,m;200,17
62037083301,OVAL,WHITE,833,18
00527140901,OVAL,GREEN,LCI;1409,15
63304084501,OVAL,WHITE,RF;10,9
64376060461,OVAL,WHITE,BOCA;604,12
00603448628,OVAL,WHITE,4212;V,19
00591538205,OVAL,WHITE,DAN;DAN;5382,18
62756014301,OVAL,RED,143,19
43547025010,OVAL,WHITE,I;47,19
62037057110,OVAL,WHITE,571;500,20
43547024950,OVAL,WHITE,I46,18
68462017901,OVAL,BLUE,G;0,19
68462018901,OVAL,ORANGE,G;32;375,14
00406117003,OVAL,YELLOW,5;0;1170,13
49884019605,OVAL,BROWN,IG;258,19
68382013101,OVAL,WHITE,ZA;49,18
16252061301,OVAL,WHITE,720;K;U,13
51991054490,OVAL,BLACK,B544,20
59762141703,OVAL,BROWN,0;9;A,14
13107000334,OVAL,BROWN,0;9;A,14
66993010904,OVAL,ORANGE,018,18
65862007701,OVAL,WHITE,C;94,18
64720032110,OVAL,PINK,M;58;59,19
29300012510,OVAL,YELLOW,UL;15,12
00536398510,OVAL,WHITE,P;117,13
49884003501,OVAL,YELLOW,par;035,13
68180046701,OVAL,GREEN,LU;G01,6
68180021609,OVAL,WHITE,LU;M42,14
68382014316,OVAL,WHITE,ZD;19,13
68382014216,OVAL,WHITE,ZD;18,12
68382013710,OVAL,WHITE,Z18,12
68382013610,OVAL,WHITE,Z16,11
00093736498,OVAL,GREEN,93;7364,9
00071015823,OVAL,WHITE,PD;158;80,19
60793085801,OVAL,BLUE,LEVOXYL;dp;150,10
60793085901,OVAL,TURQUOISE,LEVOXYL;dp;175,10
60793085401,OVAL,YELLOW,LEVOXYL;dp;100,10
60793085301,OVAL,GREEN,LEVOXYL;dp;88,10
59762153703,OVAL,WHITE,E;8;5,17
67253020011,OVAL,WHITE,S20,14
00008060701,OVAL,YELLOW,PROTONIX,12
00378668977,OVAL,YELLOW,M;P9,11
62175018046,OVAL,WHITE,KU;180,9
00008060601,OVAL,YELLOW,P;20,9
62756018588,OVAL,YELLOW,1;85,19
68462013801,OVAL,YELLOW,G;4,15
68462013901,OVAL,YELLOW,G;13;9,19
51991029301,OVAL,BROWN,B;293,15
68462013701,OVAL,YELLOW,G;13;7,11
62756018418,OVAL,YELLOW,1;84,15
62756013101,OVAL,YELLOW,131,13
62756013001,OVAL,WHITE,130,10
00228249710,OVAL,YELLOW,R;497,17
53746046605,OVAL,WHITE,IP;466,19
68180055909,OVAL,YELLOW,LU;F04,15
00591534701,OVAL,YELLOW,DAN;DAN;5347,19
00591532501,OVAL,WHITE,DAN;DAN;5325,18
65162066850,OVAL,YELLOW,G12,19
68382019816,OVAL,PURPLE,P;3,8
00245007111,OVAL,YELLOW,USL;071,19
00781571001,OVAL,WHITE,US;10,17
00074780413,OVAL,YELLOW,K;TAB;a,16
60258016201,OVAL,BLACK,C;162,14
55111017915,OVAL,WHITE,R;179,8
50111048201,OVAL,WHITE,PLIVA;482,13
50111045901,OVAL,WHITE,PLIVA;459,15
00603580325,OVAL,YELLOW,5905;V,18
53489032901,OVAL,WHITE,MP;303,19
00603576428,OVAL,WHITE,58;81;V,12
00603577021,OVAL,BLUE,58;76;V,14
16729000715,OVAL,RED,SMV;80,18
68382006516,OVAL,WHITE,ZA;19,9
65162051350,OVAL,YELLOW,AN;513,19
00603568320,OVAL,YELLOW,5683;V,7
00603568628,OVAL,PINK,5686;V,12
13668003960,OVAL,YELLOW,R3;1039,14
00603568820,OVAL,GREEN,5688;V,15
00603568920,OVAL,YELLOW,5687;V,14
00603459321,OVAL,WHITE,42;16;V;4,8
68462019005,OVAL,ORANGE,G;32;500,16
62037083010,OVAL,WHITE,M,12
31722021305,OVAL,BLUE,I;G;213,10
16729000517,OVAL,RED,S5,11
16729000617,OVAL,RED,S6,14
57664037718,OVAL,WHITE,377,13
00024580090,OVAL,WHITE,Y;Y,8
68382005301,OVAL,PURPLE,WAR;2,11
68382005201,OVAL,PINK,WAR;1,11
68382005501,OVAL,BLUE,WAR;4,11
68382005901,OVAL,WHITE,WAR;10,11
68382006410,OVAL,GREEN,WAR;2;1;2,11
68382005401,OVAL,BROWN,WAR;3,11
51672403101,OVAL,BLUE,4;WARFARIN;TARO,11
68382005801,OVAL,YELLOW,WAR;7;1;2,11
68382005701,OVAL,GREEN,WAR;6,11
68382005610,OVAL,ORANGE,WAR;5,11
00555083302,OVAL,ORANGE,833;5;barr,11
68462026005,OVAL,BROWN,G74,19
41616075881,OVAL,"PINK, WHITE",758,17
00093536001,OVAL,WHITE,93;5360,14
00486111401,OVAL,YELLOW,BEACH;11;14,19
00045065060,OVAL,YELLOW,O;M;650,16
00591401201,OVAL,WHITE,VALPROIC;250,19
59762839801,OVAL,BLUE,F;8;3,23
59762839901,OVAL,BLUE,F;82,19
00591557101,OVAL,WHITE,DAN;DAN;5571,13
00078033705,OVAL,YELLOW,TE;TE;CG;CG,15
00078045705,OVAL,PINK,TF;TF;CG;CG,19
00078045605,OVAL,GREEN,T;D;C;G,11
68462032901,OVAL,BROWN,G38,19
31722053101,OVAL,WHITE,H;5;9,14
00149075215,OVAL,BROWN,ASACOL;NE,15
00603213028,OVAL,WHITE,2090;V,15
63304050401,OVAL,WHITE,RX504,14
00006095254,OVAL,WHITE,952,10
00074621513,OVAL,PURPLE,a;NS,20
00074621413,OVAL,ORANGE,a;NR,15
00025138131,OVAL,WHITE,DAYPRO;13;81,19
00525051090,OVAL,BLUE,PAL;600,19
64679092201,OVAL,WHITE,W;922,20
00004026001,OVAL,PURPLE,CellCept;500;Roche,18
00074306430,OVAL,WHITE,B;360,19
00074306190,OVAL,WHITE,B;180,15
00074304590,OVAL,WHITE,B;120,13
51672412501,OVAL,WHITE,T29,17
00025189151,OVAL,GREEN,CALAN;SR;240,19
00069218030,OVAL,BLUE,Pfizer;CDT;102,11
68220008590,OVAL,ORANGE,AP;85,15
00074258660,OVAL,YELLOW,a;KL,19
65597010730,OVAL,PINK,SANKYO;C25,15
65597010630,OVAL,YELLOW,SANKYO;C23,15
65597010490,OVAL,WHITE,SANKYO;C15,15
00430078327,OVAL,BROWN,WC;800,20
00186032254,OVAL,YELLOW,A;CJ,11
00087287532,OVAL,ORANGE,2875,12
00087277332,OVAL,WHITE,2773,17
00087277232,OVAL,WHITE,2772,14
00186016254,OVAL,PINK,A;CS,10
00007316418,OVAL,PINK,gsk;4;1000,19
00087287631,OVAL,ORANGE,2876,16
00007316318,OVAL,YELLOW,gsk;2;1000,19
55111042230,OVAL,WHITE,RDY;422,19
16252051605,OVAL,WHITE,CR;750,22
67253090210,OVAL,GREEN,S;902,9
00603212832,OVAL,ORANGE,2088;v,9
00078047234,OVAL,YELLOW,NVR;CTI,18
00078038334,OVAL,BROWN,NVR;HXH,14
00078047134,OVAL,PINK,NVR;HIL,18
00603344328,OVAL,PINK,2707;V,19
52544069119,OVAL,WHITE,180;691,15
00078031534,OVAL,RED,CG;HHH,15
00078031434,OVAL,ORANGE,CG;HGH,10
52544069419,OVAL,WHITE,360;694,19
68382013516,OVAL,WHITE,Z;2,8
57664047458,OVAL,WHITE,C;474,19
65862009801,OVAL,YELLOW,C;80,11
00093736956,OVAL,WHITE,93;7369,15
16714022401,OVAL,WHITE,F;74,17
00597004437,OVAL,"WHITE, ORANGE",H8,16
68453085075,OVAL,WHITE,N;500,17
00456320560,OVAL,BROWN,5;FL,10
00456321060,OVAL,GRAY,10;FL,12
68453014203,OVAL,BLUE,MB;111,22
00078038666,OVAL,ORANGE,CT,18
68453037510,OVAL,WHITE,N;375,15
55111020781,OVAL,WHITE,R;207,7
50458065060,OVAL,YELLOW,O;M;650,16
00186108805,OVAL,WHITE,A;B,10
25010020515,OVAL,WHITE,ATON;205;EDECRIN,10
51285040602,OVAL,WHITE,E;1,8
00642020810,OVAL,WHITE,EV0208,20
99207046530,OVAL,PINK,DYN;055,16
00078035205,OVAL,YELLOW,STARLIX;120,18
59630050310,OVAL,ORANGE,SCI;503,15
00078040805,OVAL,BROWN,LCE;100,16
00039006710,OVAL,WHITE,LASIX;(R),8
50458093020,OVAL,WHITE,LEVAQUIN;750,22
55111028130,OVAL,YELLOW,RDY;281,19
50458092050,OVAL,PINK,LEVAQUIN;250,15
68180011707,OVAL,WHITE,L008,19
65862053820,OVAL,WHITE,11;T,22
00093729153,OVAL,PINK,TEVA;7291,14
54092047612,OVAL,RED,S476,21
60793086001,OVAL,PINK,LEVOXYL;dp;200,10
51991008290,OVAL,YELLOW,B082,18
00006057761,OVAL,RED,577,21
00006057561,OVAL,PINK,575,17
50458055101,OVAL,BROWN,PAL;6,11
50458055201,OVAL,PINK,PAL;9,11
54092051502,OVAL,WHITE,503;2MG,12
50474059640,OVAL,ORANGE,ucb;750,19
54092051902,OVAL,GREEN,503;4;MG,12
50474059866,OVAL,WHITE,UCB;500XR,19
00003422216,OVAL,YELLOW,2.5;1000;4222,23
50474059540,OVAL,YELLOW,ucb;500,16
50458055401,OVAL,ORANGE,PALI;1.5,11
53746011005,OVAL,WHITE,IP;110,15
53746011405,OVAL,WHITE,IP;114,19
00406036201,OVAL,WHITE,M362,19
00406036005,OVAL,WHITE,M360,19
53746046505,OVAL,WHITE,IP;465,18
00574025101,OVAL,WHITE,P;251,13
53746011205,OVAL,WHITE,IP;112,17
00591038501,OVAL,WHITE,WATSON;385,14
00406036601,OVAL,WHITE,M366,15
00406035705,OVAL,WHITE,M357,17
00884077304,OVAL,WHITE,GRIS;PEG;250,16
00591320201,OVAL,"ORANGE, WHITE",WATSON;3202,14
59762233108,OVAL,PINK,A;47,17
00591038801,OVAL,WHITE,WATSON;388,15
00093725101,OVAL,ORANGE,93;7251,9
13913000316,OVAL,WHITE,M1000,20
62559150700,OVAL,GREEN,1507,14
23155005701,OVAL,PINK,I36,9
67253074150,OVAL,WHITE,S;741,19
00074630413,OVAL,WHITE,a;EC,15
00093089201,OVAL,PINK,93;892,19
00093729353,OVAL,WHITE,TEVA;7293,20
50419010510,OVAL,BLUE,BETAPACE;80;mg,12
50419011506,OVAL,WHITE,80;mg,12
50419011906,OVAL,WHITE,BHCP;120;mg,14
50419011606,OVAL,WHITE,BHCP;160;mg,15
50419010910,OVAL,BLUE,BETAPACE;120;mg,14
50419010610,OVAL,BLUE,BETAPACE;160;mg,15
00007488561,OVAL,PINK,GS;3V2,13
00173075200,OVAL,ORANGE,GS;XJG,19
49702020218,OVAL,WHITE,GX;FC3,18
49702020613,OVAL,ORANGE,GS;FC2,21
49702020718,OVAL,PINK,GX;LL7,21
49702020924,OVAL,WHITE,U;3761,19
49702021017,OVAL,WHITE,RESCRIPTOR;200;mg,17
49702022118,OVAL,YELLOW,GX;623,18
49702021718,OVAL,BLUE,GX;LL1,21
49702021518,OVAL,BLUE,Pfizer;MVC;150,16
49702021618,OVAL,BLUE,Pfizer;MVC;300,19
63010001030,OVAL,BLUE,VIRACEPT;250;mg,19
63010002770,OVAL,WHITE,V;625,19
00093223801,OVAL,WHITE,22;38;TEVA,13
00093224001,OVAL,WHITE,22;40;TEVA,16
00173071202,OVAL,YELLOW,GX;CE2,19
00173080661,OVAL,WHITE,GS;LFG,19
00173078362,OVAL,YELLOW,LOVAZA,25
00007488313,OVAL,WHITE,GS;11F,13
00007488813,OVAL,RED,GS;5CC,13
00007488213,OVAL,GREEN,GS;YX7,13
00007488713,OVAL,BROWN,GS;WXG,13
00173052600,OVAL,WHITE,GX;CL;2,8
00173076100,OVAL,"GRAY, WHITE",LAMICTAL;XR;300,15
00173094555,OVAL,BLUE,ZOVIRAX;800,19
00007413920,OVAL,WHITE,39;SB,6
00007414020,OVAL,WHITE,4140;SB,9
00007414120,OVAL,WHITE,4141;SB,11
00007414220,OVAL,WHITE,4142;SB,14
00173039340,OVAL,YELLOW,ZANTAC;300;Glaxo,16
00173038700,OVAL,WHITE,GX;ES7,15
00173039400,OVAL,WHITE,GX;EG2,20
00173066200,OVAL,YELLOW,GX;CG5,11
00085173303,OVAL,RED,BAYER;M400,17
51079067306,OVAL,WHITE,C500;G,19
00054003721,OVAL,WHITE,54;312,19
00591377719,OVAL,WHITE,PD;158;80,19
00093577156,OVAL,BLUE,TEVA;5771,12
00093510556,OVAL,WHITE,R;20;0168,15
52544091301,OVAL,"WHITE, ORANGE",WATSON;913,14
00591354401,OVAL,WHITE,OX;11;11,10
53746018901,OVAL,WHITE,IP;189;375,14
00093100601,OVAL,WHITE,93;6,16
00074308090,OVAL,ORANGE,a;1000,19
00074307490,OVAL,ORANGE,a;500,17
68462035805,OVAL,WHITE,IG;257,16
49884051303,OVAL,WHITE,par;513,13
13107003134,OVAL,YELLOW,0;8;A,9
00093729253,OVAL,ORANGE,TEVA;7292,17
50458092550,OVAL,ORANGE,LEVAQUIN;500,19
68462035905,OVAL,BROWN,IG;258,19
68462010340,OVAL,PINK,150,12
65862053750,OVAL,ORANGE,12;T,19
11042014203,OVAL,BLUE,MB-111,22
00591377519,OVAL,WHITE,PD;156;20,12
00071015623,OVAL,WHITE,PD;156;20,12
00591377619,OVAL,WHITE,PD;157;40,15
00071015723,OVAL,WHITE,PD;157;40,15
00591377419,OVAL,WHITE,PD;155;10,10
00071015523,OVAL,WHITE,PD;155;10,10
13107003234,OVAL,WHITE,10;A,14
00074345590,OVAL,BLUE,a;1000;20,20
55513007330,OVAL,GREEN,AMG;30,10
00310027910,OVAL,YELLOW,SEROQUEL;400,19
00310028260,OVAL,YELLOW,XR;200,17
00456155060,OVAL,WHITE,FL;50,11
00310028160,OVAL,WHITE,XR;150,17
00456151060,OVAL,PINK,FL;100,13
99207046330,OVAL,BLUE,DYN;065,16
99207046130,OVAL,YELLOW,DYN;090,16
63304082790,OVAL,WHITE,RX12,10
63459010130,OVAL,WHITE,PROVIGIL;100;MG,13
61958100101,OVAL,ORANGE,GSI500,17
59762502201,OVAL,BROWN,G;021;40,15
00075770060,OVAL,WHITE,RPR;202,10
63304083090,OVAL,WHITE,RX;830,20
63304082990,OVAL,WHITE,RX;829,16
58468013001,OVAL,WHITE,RENVELA;800,20
43386044024,OVAL,BROWN,IMI;10,21
63459021530,OVAL,WHITE,C;215,13
58468002101,OVAL,WHITE,RENAGEL;800,20
65862015430,OVAL,YELLOW,C;55,8
68382019616,OVAL,PINK,P1,7
00056051030,OVAL,YELLOW,SUSTIVA;SUSTIVA,19
27437020108,OVAL,WHITE,SUPRAX;LUPIN,19
00591078005,OVAL,BLUE,WATSON;780,20
68968350001,OVAL,ORANGE,NVN2,15
99207046730,OVAL,PURPLE,DYN;105,16
60793013605,OVAL,PINK,86;67;S,19
62037099910,OVAL,WHITE,ABRS;123,21
45963057008,OVAL,YELLOW,40,11
53746019005,OVAL,WHITE,IP;190;500,16
55111018015,OVAL,WHITE,R;180,11
23155006201,OVAL,WHITE,HP;62,14
00074304011,OVAL,WHITE,SOLVAY;5046,20
00074302011,OVAL,RED,SOLVAY;5150,20
00078052115,OVAL,WHITE,NVR;LCI,15
00078048615,OVAL,RED,NVR;IU,18
00078050905,OVAL,PINK,TEGRETOL;27;27,14
00074329013,OVAL,RED,244,19
00009005501,OVAL,ORANGE,XANAX;0;5,9
00456114030,OVAL,BLUE,40,14
00186052060,OVAL,YELLOW,500;20,18
00597004660,OVAL,WHITE,54;193,19
00074197354,OVAL,WHITE,VICODIN;ES,15
00131247735,OVAL,PINK,SP;50,10
00131247835,OVAL,YELLOW,SP;100,13
66582031231,OVAL,WHITE,312,11
65597070118,OVAL,WHITE,SANKYO;C01,19
60505267109,OVAL,WHITE,APO;ATV;80,19
00093723998,OVAL,ORANGE,TEVA;7239,16
00093746698,OVAL,WHITE,TEVA;7466,16
00006022761,OVAL,PINK,227,16
60505258009,OVAL,WHITE,APO;ATV;40,15
66582031331,OVAL,WHITE,313,14
13811058330,OVAL,PURPLE,T583,27
42043019205,OVAL,BLUE,L;750,20
00049491030,OVAL,YELLOW,ZOLOFT;100;mg,13
00006074954,OVAL,RED,MSD;749,14
00093746598,OVAL,WHITE,TEVA;7465,12
00093723898,OVAL,ORANGE,TEVA;7238,12
42043019004,OVAL,YELLOW,L;250,15
00054016625,OVAL,WHITE,54;135,18
00178061501,OVAL,YELLOW,M15,21
61958070101,OVAL,BLUE,GILEAD;701,19
00173056504,OVAL,BLUE,VALTREX;1;gram,23
00591324830,OVAL,BLUE,WPI;3248,18
00078057415,OVAL,BROWN,NVR;SNB,22
00078057215,OVAL,RED,NVR;HDU,17
00591324930,OVAL,BLUE,WPI;3249,21
00173093308,OVAL,BLUE,VALTREX;500;mg,18
51285036801,OVAL,PINK,b;929;10,14
59762371704,OVAL,WHITE,G;3717,8
65597011830,OVAL,RED,C;57,15
00074612290,OVAL,YELLOW,a;FI,12
59762371804,OVAL,BLUE,G;3718,8
00172531360,OVAL,WHITE,TEVA;5313,18
00172531160,OVAL,WHITE,TEVA;5311,13
00093005801,OVAL,WHITE,TV;58,11
00093005101,OVAL,WHITE,TV;51,7
00093221098,OVAL,WHITE,TEVA;22;10,19
00093729501,OVAL,WHITE,TV;7295,11
00093013501,OVAL,WHITE,TV;135,9
00093729601,OVAL,WHITE,TV;7296,14
00093529056,OVAL,WHITE,TEVA;5290,16
00093731456,OVAL,PINK,TV;7314,13
00093746456,OVAL,WHITE,TEVA;7464,10
00093535301,OVAL,PINK,TV;A18,13
00093538506,OVAL,WHITE,TV;TV;L2;L2,18
00093779606,OVAL,WHITE,TV;7796,22
00093779506,OVAL,WHITE,TV;7795,18
00093727098,OVAL,WHITE,TEVA;7270,19
00172531270,OVAL,WHITE,TEVA;5312,16
00093715656,OVAL,RED,7156;TV,18
00093065801,OVAL,"BROWN, PINK",93;658,13
00093065701,OVAL,"ORANGE, YELLOW",93;657,10
00093189301,OVAL,BLUE,93;1893,19
00093053601,OVAL,WHITE,93;536,16
00093053701,OVAL,WHITE,93;537,19
00093032101,OVAL,ORANGE,93;321,19
00093067006,OVAL,WHITE,93;670,19
00093075506,OVAL,BLUE,755;93,19
00093032001,OVAL,ORANGE,93;320,17
00093206198,OVAL,YELLOW,a;FI,12
00093117201,OVAL,WHITE,93;1172,13
00093206098,OVAL,WHITE,a;FO,18
00093117401,OVAL,WHITE,9;3;1174,17
00093226701,OVAL,WHITE,93;2267,15
00093226301,OVAL,WHITE,93;2263,17
00093226401,OVAL,WHITE,93;2264,21
00093226801,OVAL,WHITE,9;3;2268,19
00093111801,OVAL,BLUE,93;1118,19
00093015401,OVAL,WHITE,93;154,15
00093002801,OVAL,PINK,93;28,10
00093001701,OVAL,PINK,17,8
00093515001,OVAL,PINK,5150;93,10
00093002601,OVAL,YELLOW,93;26,9
00093014901,OVAL,RED,TEVA;149,16
00093001198,OVAL,YELLOW,93;11,8
00093001298,OVAL,YELLOW,93;12,10
00093014801,OVAL,ORANGE,93;148,14
00093002701,OVAL,WHITE,93;27,11
00093002901,OVAL,ORANGE,93;29,10
00093013201,OVAL,WHITE,93;132,8
00093106001,OVAL,BLUE,93;1060,14
00093717801,OVAL,PINK,7178;93,9
00093104998,OVAL,WHITE,93;49,18
00093721498,OVAL,WHITE,9;3;72;14,19
00093101601,OVAL,BROWN,93;16,20
00093104898,OVAL,WHITE,93;48,15
00093092401,OVAL,WHITE,9;3;0924,19
00093104401,OVAL,WHITE,93;1044,9
00093105201,OVAL,BROWN,9;3;1052,11
00093101501,OVAL,WHITE,93;15,18
00093106201,OVAL,BLUE,93;62,15
00093106301,OVAL,BLUE,93;63,17
00093108701,OVAL,BLUE,93;1087,17
00093100501,OVAL,WHITE,93;5,15
00093106101,OVAL,BLUE,93;61,12
00093102506,OVAL,YELLOW,1025;93,16
00093102406,OVAL,WHITE,1024;93,12
00093107853,OVAL,WHITE,1078;93,20
00093102606,OVAL,WHITE,1026;93,16
00093711306,OVAL,ORANGE,7113;93,14
00093747701,OVAL,PURPLE,93;7477,18
00093015506,OVAL,WHITE,93;155,8
00093721906,OVAL,YELLOW,93;7219,14
00093754006,OVAL,YELLOW,93;7540,11
00093722006,OVAL,PINK,93;7220,14
00093521301,OVAL,YELLOW,9;3;5213,11
00093571101,OVAL,ORANGE,5711;2;5;500,16
00093718201,OVAL,YELLOW,93;7182,19
00093715806,OVAL,YELLOW,93;7158,22
00093571001,OVAL,YELLOW,5710;1;25;250,13
00093542088,OVAL,WHITE,0;5;5420,8
00093521401,OVAL,WHITE,9;3;5214,13
00093714756,OVAL,WHITE,93;7147,20
00093715706,OVAL,YELLOW,93;7157,17
00093521501,OVAL,YELLOW,9;3;5215,13
00093718001,OVAL,YELLOW,93;7180,15
00093718101,OVAL,WHITE,93;7181,17
00093716956,OVAL,PINK,93;7169,19
00555057235,OVAL,YELLOW,b;572,8
00555021110,OVAL,WHITE,b;211;5,11
00555007101,OVAL,WHITE,b;071;300,18
00172731146,OVAL,YELLOW,50;mg,21
00172731246,OVAL,BROWN,100;mg,25
00172731046,OVAL,YELLOW,25;mg,13
00093732601,OVAL,YELLOW,93;7326,8
00093735556,OVAL,BLUE,93;7355,10
63459041630,OVAL,BLUE,C;416,13
63459041230,OVAL,GREEN,C;412,12
00093732501,OVAL,ORANGE,9;3;7325,8
00093732701,OVAL,RED,93;7327,11
00093227534,OVAL,WHITE,93;22;75,22
00093227234,OVAL,PINK,93;2272,21
00093227034,OVAL,PINK,93;2270,17
00093405953,OVAL,WHITE,9;3;4059,19
00093227434,OVAL,WHITE,93;2274,21
00093440501,OVAL,YELLOW,4405;200,14
00093511601,OVAL,WHITE,BVF;0117,16
00093444401,OVAL,WHITE,4444;800,19
00093474101,OVAL,PINK,4741;9;3,11
00093514256,OVAL,WHITE,93;5142,11
00093718856,OVAL,BLUE,7188;9;3,12
00093504906,OVAL,WHITE,4833M;15;500,14
00093474001,OVAL,BROWN,4740;93,11
00093444301,OVAL,WHITE,4443;600,18
00093505006,OVAL,WHITE,4833M;15;850,18
00172541046,OVAL,PINK,5410;50,8
00172541279,OVAL,PINK,5412;150,11
00172376260,OVAL,WHITE,3762,14
00172428660,OVAL,ORANGE,73;01,17
00172435846,OVAL,BROWN,4358;300,17
00172541346,OVAL,PINK,5413;200,12
00172635960,OVAL,YELLOW,O;M;650,16
00555092602,OVAL,TURQUOISE,926;6;barr,11
00555086002,OVAL,WHITE,b;860;100,12
00555096902,OVAL,BROWN,b;969;100,15
